The Buddy System,1,4,9,http://192.168.1.250/Video/Becker/Season 4/Becker S4E09.m4v
The Ghost of Christmas Presents,1,4,10,http://192.168.1.250/Video/Becker/Season 4/Becker S4E10.m4v
Another Tricky Day,1,4,11,http://192.168.1.250/Video/Becker/Season 4/Becker S4E11.m4v
The Ex-Files,1,4,12,http://192.168.1.250/Video/Becker/Season 4/Becker S4E12.m4v
Barter Sauce,1,4,13,http://192.168.1.250/Video/Becker/Season 4/Becker S4E13.m4v
V-Day,1,4,14,http://192.168.1.250/Video/Becker/Season 4/Becker S4E14.m4v
It Had to Be Ew,1,4,15,http://192.168.1.250/Video/Becker/Season 4/Becker S4E15.m4v
Let's Talk About Sex,1,4,16,http://192.168.1.250/Video/Becker/Season 4/Becker S4E16.m4v
Picture Imperfect,1,4,17,http://192.168.1.250/Video/Becker/Season 4/Becker S4E17.m4v
Talking Points,1,4,18,http://192.168.1.250/Video/Becker/Season 4/Becker S4E18.m4v
"Too Much, Too Late",1,4,19,http://192.168.1.250/Video/Becker/Season 4/Becker S4E19.m4v
Piece Talks,1,4,20,http://192.168.1.250/Video/Becker/Season 4/Becker S4E20.m4v
Parannoyed,1,4,21,http://192.168.1.250/Video/Becker/Season 4/Becker S4E21.m4v
MisSteaks,1,4,22,http://192.168.1.250/Video/Becker/Season 4/Becker S4E22.m4v
Much Ado About Nothing,1,4,23,http://192.168.1.250/Video/Becker/Season 4/Becker S4E23.m4v
Everybody Loves Becker,1,4,24,http://192.168.1.250/Video/Becker/Season 4/Becker S4E24.m4v
Someone's in the Kitchen with Reggie?,1,5,1,http://192.168.1.250/Video/Becker/Season 5/Becker S5E01.m4v
Do the Right Thing,1,5,2,http://192.168.1.250/Video/Becker/Season 5/Becker S5E02.m4v
L.A. Woman,1,5,3,http://192.168.1.250/Video/Becker/Season 5/Becker S5E03.m4v
And the Heartbeat Goes On,1,5,4,http://192.168.1.250/Video/Becker/Season 5/Becker S5E04.m4v
The Grand Gesture,1,5,5,http://192.168.1.250/Video/Becker/Season 5/Becker S5E05.m4v
The 100th,1,5,6,http://192.168.1.250/Video/Becker/Season 5/Becker S5E06.m4v
Papa Does Preach,1,5,7,http://192.168.1.250/Video/Becker/Season 5/Becker S5E07.m4v
Atlas Shirked,1,5,8,http://192.168.1.250/Video/Becker/Season 5/Becker S5E08.m4v
Blind Injustice,1,5,9,http://192.168.1.250/Video/Becker/Season 5/Becker S5E09.m4v
Chris-Mess,1,5,10,http://192.168.1.250/Video/Becker/Season 5/Becker S5E10.m4v
Once Upon a Time,1,5,11,http://192.168.1.250/Video/Becker/Season 5/Becker S5E11.m4v
Bad to the Bone,1,5,12,http://192.168.1.250/Video/Becker/Season 5/Becker S5E12.m4v
But I've Got Friends I Haven't Used Yet,1,5,13,http://192.168.1.250/Video/Becker/Season 5/Becker S5E13.m4v
The Pain in the Neck,1,5,14,http://192.168.1.250/Video/Becker/Season 5/Becker S5E14.m4v
Nightmare on Becker Street,1,5,15,http://192.168.1.250/Video/Becker/Season 5/Becker S5E15.m4v
The Job,1,5,16,http://192.168.1.250/Video/Becker/Season 5/Becker S5E16.m4v
Thank You for Not Smoking,1,5,17,http://192.168.1.250/Video/Becker/Season 5/Becker S5E17.m4v
Amanda Moves Out,1,5,18,http://192.168.1.250/Video/Becker/Season 5/Becker S5E18.m4v
Ms. Fortune,1,5,19,http://192.168.1.250/Video/Becker/Season 5/Becker S5E19.m4v
Mr. and Ms. Conception,1,5,20,http://192.168.1.250/Video/Becker/Season 5/Becker S5E20.m4v
Chris' Ex,1,5,21,http://192.168.1.250/Video/Becker/Season 5/Becker S5E21.m4v
Daytime Believer,1,5,22,http://192.168.1.250/Video/Becker/Season 5/Becker S5E22.m4v
What's Love Got to Do with It?,1,6,1,http://192.168.1.250/Video/Becker/Season 6/Becker S6E01.m4v
Dates & Nuts,1,6,2,http://192.168.1.250/Video/Becker/Season 6/Becker S6E02.m4v
A Little Ho-mance,1,6,3,http://192.168.1.250/Video/Becker/Season 6/Becker S6E03.m4v
Spontaneous Combustion,1,6,4,http://192.168.1.250/Video/Becker/Season 6/Becker S6E04.m4v
The Unbelievable Wrongness of Talking,1,6,5,http://192.168.1.250/Video/Becker/Season 6/Becker S6E05.m4v
Afterglow,1,6,6,http://192.168.1.250/Video/Becker/Season 6/Becker S6E06.m4v
Sister Spoils the Turkey,1,6,7,http://192.168.1.250/Video/Becker/Season 6/Becker S6E07.m4v
Chock Full O'Nuts,1,6,8,http://192.168.1.250/Video/Becker/Season 6/Becker S6E08.m4v
A First Class Flight,1,6,9,http://192.168.1.250/Video/Becker/Season 6/Becker S6E09.m4v
Margaret Sings the Blues,1,6,10,http://192.168.1.250/Video/Becker/Season 6/Becker S6E10.m4v
Snow Means Snow,1,6,11,http://192.168.1.250/Video/Becker/Season 6/Becker S6E11.m4v
Subway Story,1,6,12,http://192.168.1.250/Video/Becker/Season 6/Becker S6E12.m4v
DNR,1,6,13,http://192.168.1.250/Video/Becker/Season 6/Becker S6E13.m4v
Give Me a Ring Sometime,2,1,1,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E01.mp4
Sam's Women,2,1,2,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E02.mp4
The Tortelli Tort,2,1,3,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E03.mp4
Sam at Eleven,2,1,4,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E04.mp4
The Coach's Daughter,2,1,5,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E05.mp4
Any Friend of Diane's,2,1,6,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E06.mp4
"Friends, Romans, and Accountants",2,1,7,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E07.mp4
Truce or Consequences,2,1,8,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E08.mp4
Coach Returns to Action,2,1,9,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E09.mp4
Endless Slumper,2,1,10,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E10.mp4
One for the Book,2,1,11,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E11.mp4
The Spy Who Came in for a Cold One,2,1,12,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E12.mp4
"Now Pitching, Sam Malone",2,1,13,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E13.mp4
Let Me Count the Ways,2,1,14,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E14.mp4
Father Knows Last,2,1,15,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E15.mp4
The Boys in the Bar,2,1,16,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E16.mp4
Diane's Perfect Date,2,1,17,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E17.mp4
No Contest,2,1,18,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E18.mp4
Pick a Con... Any Con,2,1,19,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E19.mp4
"Someone Single, Someone Blue",2,1,20,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E20.mp4
Show Down: Part 1,2,1,21,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E21.mp4
Show Down: Part 2,2,1,22,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 E22.mp4
Love at First Fight: Opposites Distract,2,1,23,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 Opposites Distract.mp4
Coach Ernie Pantusso's Rules of the Game,2,1,24,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 Rules of the Game.mp4
Setting the Bar,2,1,25,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 Setting the Bar.mp4
I'll Drink to That: Stormin' Norm-isms,2,1,26,http://192.168.1.250/Video/Cheers/Season 1/Cheers S1 Stormin norm-isms.mp4
Power Play,2,2,1,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E01.mp4
"Little Sister, Don't Cha",2,2,2,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E02.mp4
Personal Business,2,2,3,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E03.mp4
Homicidal Ham,2,2,4,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E04.mp4
Sumner's Return,2,2,5,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E05.mp4
Affairs of the Heart,2,2,6,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E06.mp4
Old Flames,2,2,7,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E07.mp4
Manager Coach,2,2,8,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E08.mp4
They Called Me Mayday,2,2,9,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E09.mp4
How Do I Love Thee?... Let Me Call You Back,2,2,10,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E10.mp4
Just Three Friends,2,2,11,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E11.mp4
Where There's a Will...,2,2,12,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E12.mp4
Battle of the Exes,2,2,13,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E13.mp4
No Help Wanted,2,2,14,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E14.mp4
And Coachie Makes Three,2,2,15,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E15.mp4
Cliff's Rocky Moment,2,2,16,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E16.mp4
Fortune and Men's Weight,2,2,17,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E17.mp4
Snow Job,2,2,18,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E18.mp4
Coach Buries a Grudge,2,2,19,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E19.mp4
Norman's Conquest,2,2,20,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E20.mp4
I'll Be Seeing You: Part 1,2,2,21,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E21.mp4
I'll Be Seeing You: Part 2,2,2,22,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 E22.mp4
Strictly Top Shelf,2,2,23,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 Strictly Top Shelf.mp4
Cliff's Notes: The Wisdom of Cliff Clavin,2,2,24,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 Cliffs Notes.mp4
Carla the Comeback Queen: Insults for Every Occasion,2,2,25,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 The Comeback Queen.mp4
Di Another Day: Diane Chambers from A to Z,2,2,26,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 Di Another Day.mp4
Gag Reel: Bloopers from Season 2,2,2,27,http://192.168.1.250/Video/Cheers/Season 2/Cheers S2 Bloopers.mp4
Rebound: Part 1,2,3,1,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E01.mp4
Rebound: Part 2,2,3,2,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E02.mp4
I Call Your Name,2,3,3,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E03.mp4
Fairy Tales Can Come True,2,3,4,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E04.mp4
Sam Turns the Other Cheek,2,3,5,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E05.mp4
Coach in Love: Part 1,2,3,6,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E06.mp4
Coach in Love: Part 2,2,3,7,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E07.mp4
Diane Meets Mom,2,3,8,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E08.mp4
An American Family,2,3,9,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E09.mp4
Diane's Allergy,2,3,10,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E10.mp4
Peterson Crusoe,2,3,11,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E11.mp4
A Ditch in Time,2,3,12,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E12.mp4
Whodunit?,2,3,13,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E13.mp4
The Heart Is a Lonely Snipehunter,2,3,14,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E14.mp4
King of the Hill,2,3,15,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E15.mp4
Teacher's Pet,2,3,16,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E16.mp4
The Mail Goes to Jail,2,3,17,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E17.mp4
Bar Bet,2,3,18,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E18.mp4
Behind Every Great Man,2,3,19,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E19.mp4
If Ever I Would Leave You,2,3,20,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E20.mp4
The Executive's Executioner,2,3,21,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E21.mp4
"Cheerio, Cheers",2,3,22,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E22.mp4
The Bartender's Tale,2,3,23,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E23.mp4
The Belles of St. Clete's,2,3,24,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E24.mp4
Rescue Me,2,3,25,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 E25.mp4
Carla's Whipping Boy,2,3,26,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 Carlas Whipping Boy.mp4
Nicholas Colasanto: His Final Season,2,3,27,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 His Final Season.mp4
Shrink-Warped: Introducing Fasier Crane,2,3,28,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 Shrink-Warped.mp4
Virtual Vera,2,3,29,http://192.168.1.250/Video/Cheers/Season 3/Cheers S3 Virtual Vera.mp4
"Birth, Death, Love and Rice",2,4,1,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E01.mp4
Woody Goes Belly Up,2,4,2,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E02.mp4
Someday My Prince Will Come,2,4,3,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E03.mp4
The Groom Wore Clearasil,2,4,4,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E04.mp4
Diane's Nightmare,2,4,5,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E05.mp4
I'll Gladly Pay You Tuesday,2,4,6,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E06.mp4
2 Good 2 Be 4 Real,2,4,7,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E07.mp4
Love Thy Neighbor,2,4,8,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E08.mp4
From Beer to Eternity,2,4,9,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E09.mp4
The Bar Stoolie,2,4,10,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E10.mp4
Don Juan Is Hell,2,4,11,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E11.mp4
Fools and Their Money,2,4,12,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E12.mp4
Take My Shirt... Please?,2,4,13,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E13.mp4
Suspicion,2,4,14,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E14.mp4
The Triangle,2,4,15,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E15.mp4
Cliffie's Big Score,2,4,16,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E16.mp4
Second Time Around,2,4,17,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E17.mp4
The Peterson Principle,2,4,18,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E18.mp4
Dark Imaginings,2,4,19,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E19.mp4
Save the Last Dance for Me,2,4,20,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E20.mp4
Fear Is My Co-Pilot,2,4,21,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E21.mp4
Diane Chambers Day,2,4,22,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E22.mp4
Relief Bartender,2,4,23,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E23.mp4
Strange Bedfellows: Part 1,2,4,24,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E24.mp4
Strange Bedfellows: Part 2,2,4,25,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E25.mp4
Strange Bedfellows: Part 3,2,4,26,http://192.168.1.250/Video/Cheers/Season 4/Cheers S4 E26.mp4
The Proposal,2,5,1,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E01.mp4
The Cape Cad,2,5,2,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E02.mp4
Money Dearest,2,5,3,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E03.mp4
Abnormal Psychology,2,5,4,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E04.mp4
House of Horrors with Formal Dining and Used Brick,2,5,5,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E05.mp4
Tan 'N' Wash,2,5,6,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E06.mp4
Young Dr. Weinstein,2,5,7,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E07.mp4
Knights of the Scimitar,2,5,8,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E08.mp4
Thanksgiving Orphans,2,5,9,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E09.mp4
Everyone Imitates Art,2,5,10,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E10.mp4
The Book of Samuel,2,5,11,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E11.mp4
"Dance, Diane, Dance",2,5,12,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E12.mp4
Chambers vs. Malone,2,5,13,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E13.mp4
Diamond Sam,2,5,14,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E14.mp4
Spellbound,2,5,15,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E15.mp4
Never Love a Goalie: Part 1,2,5,16,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E16.mp4
Never Love a Goalie: Part 2,2,5,17,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E17.mp4
One Last Fling,2,5,18,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E18.mp4
Dog Bites Cliff,2,5,19,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E19.mp4
Dinner at Eight-ish,2,5,20,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E20.mp4
Simon Says,2,5,21,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E21.mp4
The Godfather: Part 3,2,5,22,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E22.mp4
Norm's First Hurrah,2,5,23,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E23.mp4
Cheers: The Motion Picture,2,5,24,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E24.mp4
A House Is Not a Home,2,5,25,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E25.mp4
"I Do, Adieu",2,5,26,http://192.168.1.250/Video/Cheers/Season 5/Cheers S5 E26.mp4
Home Is the Sailor,2,6,1,http://192.168.1.250/Video/Cheers/Season 6/Cheers S6 E01.mp4
'I' on Sports,2,6,2,http://192.168.1.250/Video/Cheers/Season 6/Cheers S6 E02.mp4
"Little Carla, Happy at Last: Part 1",2,6,3,http://192.168.1.250/Video/Cheers/Season 6/Cheers S6 E03.mp4
"Little Carla, Happy at Last: Part 2",2,6,4,http://192.168.1.250/Video/Cheers/Season 6/Cheers S6 E04.mp4
The Crane Mutiny,2,6,5,http://192.168.1.250/Video/Cheers/Season 6/Cheers S6 E05.mp4
